ID	Station Name	Lat	Lon	BI
4.03716E+11	"Montreal Mcgill,Qu"	45.5	-73.58	186
4.14766E+11	Leon (Gto)          Mex	ico        21.10	-101.7	44
4.03711E+11	"Smith Rs,Al"	55.17	-114.03	7
2.19418E+11	Chhor	25.52	69.78	6
4.03717E+11	Trinite Des Monts	48.13	-68.47	0
4.03719E+11	"Langara,B.C."	54.25	-133.05	0
4.25002E+11	Beltsville	39.03	-76.93	61
6.50339E+11	Heniches'K	46.17	34.82	6
4.25003E+11	Antlers	34.22	-95.61	11
4.25742E+11	Whidbey Island/Nas	48.35	-122.67	20
4.25002E+11	Mt Pleasant Univ	43.59	-84.77	40
1.34653E+11	Port Harcourt	4.85	7.02	49
6.23161E+11	Milano/Malpen	45.62	8.73	16
2.05536E+11	Yu Xian	39.83	114.57	12
2.2235E+11	Adamovka	51.52	59.95	11
4.25004E+11	Nephi	39.71	-111.83	19
3.17889E+11	"Grytviken,"	-54.27	-36.5	0
4.25724E+11	Zuni	35.07	-108.83	13
2.07423E+11	Jodhpur	26.3	73.02	61
4.14766E+11	"Tepic,Nay."	21.52	-104.9	66
5.01941E+11	Kalumburu	-14.28	126.63	0
5.0894E+11	Madang M.O.	-5.22	145.8	12
6.45021E+11	Jokkmokk	66.63	19.65	0
4.25005E+11	Glenville	38.93	-80.83	0
5.01943E+11	Urandangie	-21.6	138.3	0
4.03716E+11	"Sussex,Nb"	45.72	-65.53	17
4.25702E+11	Unalakleet	63.88	-160.8	8
4.25003E+11	Elizabeth City	36.31	-76.21	34
2.21472E+11	Koje	34.88	128.62	16
6.49172E+11	Balikesir	39.62	27.92	10
1.55677E+11	Livingstone	-17.82	25.82	0
5.2892E+11	Tubuai	-23.35	-149.48	0
1.20618E+11	Kankan	10.38	-9.3	0
4.25722E+11	"Meridian/Key,"	32.33	-88.75	18
4.10786E+11	Chimax Bei Coban    Gua	temala     15.60	-90.4	0
4.03719E+11	"Clinton Point,Nw"	69.58	-120.8	0
2.05572E+11	Wanyuan	32.07	108.03	0
2.10478E+11	Hamada	34.9	132.07	15
6.17103E+11	Guetersloh	51.92	8.3	11
1.13656E+11	Abidjan	5.25	-3.93	17
4.25722E+11	Fort Benning/Lawson Fie	ld         32.35	-85	16
4.25726E+11	Grand Rapids/	42.88	-85.52	37
2.08407E+11	Mashhad	36.27	59.63	58
2.05527E+11	Minqin	38.63	103.08	9
3.01877E+11	Cipolletti Argentina	-39	-68	0
4.03717E+11	"Shawinigan,Qu"	46.57	-72.75	74
6.3837E+11	Tuapse	44.1	39.07	16
4.03717E+11	"Petit Saguenay,Qu"	48.18	-70.05	0
6.17106E+11	Darmstadt           W.G	ermany     49.90	8.7	27
6.49174E+11	Haciali	36.8	35.3	0
5.01947E+11	Bathurst Agri	-33.43	149.57	22
4.0372E+11	Ootsa L Skins L Spillwa	"y,Bc       53.77"	-125.97	0
2.05576E+11	Luzhou	28.88	105.43	0
2.05589E+11	Longyan	25.1	117	17
4.25745E+11	West Lafayette/Fcwos	40.42	-86.93	43
4.25725E+11	Islip/Long Isl Macarthu	r Ap       40.78	-73.1	60
4.03711E+11	"Pond Inlet, N"	72.7	-77.97	0
6.474E+11	Hama	35.13	36.72	17
5.01946E+11	Bridgetown	-33.95	116.13	0
4.25003E+11	Brockport	43.2	-77.93	24
4.03717E+11	St Pamphile	46.97	-69.78	25
4.25E+11	Independence	36.8	-118.2	0
6.4917E+11	Rize	41	40.5	15
4.03718E+11	"Mattice Tcpl,On"	49.6	-83.17	11
4.03711E+11	"Minnedosa,Ma"	50.27	-99.83	27
1.07649E+11	Ngaoundere	7.35	13.57	8
4.25E+11	Tombstone	31.71	-110.06	12
2.2225E+11	Ust'-Maja	60.38	134.45	0
4.03719E+11	"Beaver Mines,Al"	49.47	-114.17	0
5.01949E+11	Nimmitabel Post Office	-36.52	149.28	0
6.09142E+11	Zagreb/Gric	45.82	15.98	59
4.25003E+11	Perry	36.29	-97.29	25
4.25003E+11	Alfred	42.26	-77.79	15
4.03718E+11	"St.John'S,Nfl"	47.62	-52.73	58
6.49173E+11	Milas	37.3	27.8	9
3.05801E+11	Bucaramanga/	7.1	-73.2	15
6.49171E+11	Sarikamis	40.3	42.6	0
1.54642E+11	Kananga	-5.88	22.42	0
2.05505E+11	Xiao'Ergou	49.2	123.72	0
4.25001E+11	Ft Morgan	40.26	-103.82	32
5.03974E+11	Dilli/Dilli A	-8.57	125.57	0
5.01943E+11	Roebourne (Cossack)	-20.68	117.18	0
3.12813E+11	Sipaliwini	2.03	-56.12	0
4.25702E+11	Puntilla	62.1	-152.75	0
6.2104E+11	Rosslare	52.25	-6.33	11
4.25003E+11	Okmulgee Wtr Wks	35.62	-96.03	0
4.25728E+11	Vashon Island       Usa	47.5	-122.5	8
6.34012E+11	Fokstua Ii	62.12	9.28	0
6.49173E+11	Elbistan	38.2	37.2	13
4.25912E+11	"Molokai, Molo"	21.15	-157.1	0
1.48628E+11	Kosti	13.17	32.67	21
4.25001E+11	Warrenton	33.4	-82.62	0
6.36086E+11	Campo Maior         Por	tugal      39.00	-7	0
4.03719E+11	"Entrance,Al"	53.38	-117.68	8
6.0438E+11	Lankaran	38.73	48.83	10
4.14764E+11	"Ramos Arizpe, Coahuila"	25.55	-100.97	23
1.51654E+11	Sokode	8.98	1.15	0
2.0557E+11	Mengla	21.5	101.58	0
1.48628E+11	Roseires	11.85	34.38	7
4.25743E+11	Redwood Falls/Muni Arpt	44.55	-95.08	25
2.10476E+11	Nagoya	35.17	136.97	83
5.01949E+11	Mangalore Air	-36.88	145.18	0
1.30603E+11	Ouarzazate	30.93	-6.9	28
4.25723E+11	Sewart/Afb	36	-86.53	34
1.22638E+11	Malindi	-3.23	40.1	9
1.20618E+11	Labe	11.32	-12.3	0
5.31914E+11	Kwajalein/Buc	8.73	167.73	9
4.25004E+11	Prineville	44.3	-120.81	10
2.05533E+11	Jurh	42.4	112.9	0
2.23404E+11	Yenbo	24.02	38.22	87
4.0372E+11	"Cassiar,Bc"	59.28	-129.83	0
4.25004E+11	Staunton Water Trmtmt P	lt         38.18	-79.09	30
1.01607E+11	Tindouf	27.67	-8.13	21
2.08408E+11	Shiraz	29.53	52.58	12
4.14763E+11	"Tonichi, Sonora"	28.6	-109.57	0
4.03718E+11	"Dryden,On"	49.78	-92.83	42
6.18167E+11	Methoni	36.83	21.7	0
4.25004E+11	Danner	42.94	-117.34	0
3.01875E+11	San Rafael Ae	-34.58	-68.4	0
4.25002E+11	Lexington 3E	39.18	-93.86	11
6.30166E+11	Luqa	35.85	14.48	30
4.25004E+11	Bend	44.06	-121.29	35
4.25723E+11	Weldon              Usa	36.4	-77.6	0
3.14804E+11	Merida	8.6	-71.18	17
5.01947E+11	Orange Airpor	-33.38	149.12	0
2.222E+11	Gmo Im.E.T.	80.62	58.05	0
5.01948E+11	Warracknabeal	-36.27	142.4	0
5.2497E+11	Cocos Island	-12.18	96.82	0
1.34651E+11	Minna	9.62	6.53	16
4.25004E+11	Wallowa	45.57	-117.53	0
2.0743E+11	Bombay / Sant	19.12	72.85	71
4.14767E+11	Coatzacoalcos	18.15	-94.42	69
2.05591E+11	Xunwu	24.95	115.65	0
7.00893E+11	Butler Island	-72.2	-60.2	0
1.55677E+11	Lusaka Intern	-15.32	28.45	8
1.18645E+11	Mekambo	1.02	13.93	0
2.07426E+11	Ahmadabad	23.07	72.63	40
5.01945E+11	Curtin Spring	-25.32	131.75	0
4.0371E+11	"Swift River,Yt"	60	-131.18	0
1.40632E+11	Sheikh	9.92	45.25	0
4.25003E+11	Fayetteville Pwc	35.06	-78.86	41
4.25001E+11	Gunnison 3Sw	38.53	-106.97	0
4.25001E+11	Estherville 2 N	43.43	-94.82	24
5.01949E+11	Seymour	-37.02	145.17	13
5.0195E+11	Low Head	-41.05	146.8	0
2.21472E+11	Kwangju	35.17	126.88	91
3.01874E+11	Concordia Aer	-31.3	-58.02	13
2.10477E+11	Yokosuka	35.28	139.67	59
6.54085E+11	Porto Santo	33.07	-16.35	13
4.25724E+11	Dalhart/Municipal Ap	36.02	-102.55	14
4.25003E+11	Jornada Exp Range	32.62	-106.74	0
5.09984E+11	San Francisco	13.37	122.52	0
1.18645E+11	Libreville          Gab	on          0.70	10.2	0
4.25001E+11	Fruita	39.17	-108.73	17
6.37154E+11	Bucuresti/Filaret	44.4	26.1	36
2.28483E+11	Mae Sariang	18.17	97.93	0
2.05567E+11	Baoshan	25.13	99.22	0
4.25004E+11	Hot Springs	38	-79.83	17
4.25724E+11	"Springerville,Az     Us"	a          34.10	-109.3	9
2.10477E+11	Hamamatsu	34.7	137.72	48
3.09845E+11	Tingo Maria	-9.13	-75.95	0
2.0557E+11	Lancang	22.57	99.93	12
2.05535E+11	Huhehaote	40.8	111.63	17
2.05523E+11	Ejin Qi	41.95	101.07	0
4.25001E+11	Perrine 4W	25.58	-80.44	20
4.25005E+11	Sheridan Fld Stn	44.84	-106.84	0
4.03718E+11	"St.Lawrence,N"	46.92	-55.38	13
2.05504E+11	Huma	51.72	126.65	11
4.25748E+11	Whiting/Field Nas	30.72	-87.02	18
1.12644E+11	Makabana	-3.48	12.62	0
4.25005E+11	Green River	41.53	-109.48	23
5.01949E+11	Benalla	-36.55	145.98	0
4.25728E+11	Weston              Usa	45.8	-118.3	0
5.01947E+11	Elliston (P.O	-33.65	134.88	0
2.23404E+11	Madinah	24.55	39.7	30
5.12915E+11	Auki	-8.78	160.73	0
4.25003E+11	Jemez Springs	35.78	-106.69	0
4.25003E+11	Hillsboro	39.2	-83.62	15
6.18166E+11	Kerkyra (Airp	39.62	19.92	27
6.35122E+11	Gdansk-Wrzeszcz     Pol	and        54.40	18.6	72
4.25724E+11	Lakehurst/Nas	40.03	-74.35	17
4.25E+11	Redding Muni Ap	40.52	-122.3	11
4.25002E+11	Saint Regis 1 Ne	47.3	-115.09	12
4.25002E+11	Williamsburg	36.73	-84.15	22
4.03716E+11	"Huntsville,On"	45.32	-79.25	26
6.2004E+11	Stykkisholmur	65.08	-22.73	23
4.25E+11	Scottsboro	34.67	-86.05	25
4.12785E+11	Islas Del Cis	17.4	-83.93	0
1.0765E+11	Yaounde	3.83	11.52	15
1.18645E+11	Bitam	2.08	11.48	0
4.25746E+11	Santa Barbara/Faa Arpt	34.43	-119.83	30
2.22257E+11	Sejmchan	62.92	152.42	8
3.09844E+11	Chachapoyas	-6.22	-77.83	0
2.05521E+11	Yiwu	43.27	94.7	0
2.11351E+11	Uralsk	51.25	51.28	9
5.27913E+11	"Truk,"	7.47	151.85	10
4.25726E+11	Pocatello/Mun	42.92	-112.6	14
1.02661E+11	Carmona	-7.6	15	0
4.25747E+11	"Mescalero,Nm         Us"	a          33.20	-105.8	0
5.01941E+11	Warruwi	-11.65	133.4	0
1.41684E+11	Zwartkopjes - Rwb	-26.35	28.07	15
4.25004E+11	Lincoln	39.09	-77.69	0
3.03835E+11	Caravelas	-17.73	-39.25	10
4.25004E+11	Bluff	37.28	-109.56	0
4.03719E+11	"Gladman Point A,Nw"	68.67	-97.8	0
4.25724E+11	Philadelphia	39.95	-75.15	151
3.01878E+11	Maquinchao	-41.25	-68.73	0
2.28484E+11	Suphan Buri	14.47	100.13	27
4.25003E+11	Mt Airy 2 W	36.5	-80.65	19
4.25002E+11	Eastport	44.91	-66.99	12
2.22252E+11	Ilirnej	67.25	167.97	0
5.03978E+11	Tual/Dumatubu	-5.68	132.75	0
6.50343E+11	Kharkiv	49.97	36.13	22
4.0372E+11	"Smithers,B.C."	54.82	-127.18	25
2.0554E+11	Xi Ujimqin Qi	44.58	117.6	12
3.03833E+11	Caetite	-14.05	-42.62	0
5.01949E+11	Beechworth	-36.32	146.67	0
4.25724E+11	Trenton             Usa	40.2	-74.8	55
4.25705E+11	Adak/Navy	51.88	-176.65	12
1.01607E+11	Tamanrasset	22.78	5.52	26
4.25002E+11	Glendive	47.11	-104.72	28
4.25725E+11	Colorado Springs	United     38.82	-104.72	58
4.25726E+11	Green Bay/	44.48	-88.13	41
4.25702E+11	Farewell Faa Ap	62.52	-153.89	0
4.25725E+11	Bridgeport/Sikorsky Mem	orial      41.17	-73.13	36
5.01945E+11	Farina	-30.07	138.27	0
6.38348E+11	Primorsko-Aht	46.03	38.15	0
6.38371E+11	Sotchi	43.58	39.77	12
1.56679E+11	Umtali	-18.97	32.67	14
6.38276E+11	Gor'Kij	56.22	43.82	37
4.25723E+11	New River/Mcaf	34.7	-77.38	14
4.03711E+11	"Hall Beach,N."	68.78	-81.25	10
4.25E+11	Healdsburg	38.62	-122.87	22
2.05534E+11	Huade	41.9	114	15
4.03715E+11	Brantford           Can	ada        43.10	-80.3	14
6.4917E+11	Inebolu	41.98	33.78	0
5.01944E+11	Barcaldine	-23.55	145.28	7
4.25002E+11	South Haven	42.4	-86.28	20
6.43083E+11	Pollensa/Balearic Is.	39.9	3.1	13
4.25001E+11	Groton	41.35	-72.04	37
6.51037E+11	Larkhill	51.2	-1.8	15
6.5103E+11	Stornoway	58.22	-6.32	7
4.06783E+11	Cabo San Anto	21.87	-84.95	0
4.03719E+11	"Fort Providence,Nw"	61.33	-117.67	0
4.0372E+11	Shingle Point	68.95	-137.22	0
2.22243E+11	Verhojansk	67.55	133.38	0
4.03717E+11	"Caplan,Qu"	48.1	-65.68	15
5.01947E+11	Adelaide Airp	-34.93	138.52	29
1.41684E+11	Alexander Bay	-28.57	16.53	0
4.31043E+11	Godthab Nuuk	64.17	-51.75	17
4.25003E+11	Fairmont	40.64	-97.59	10
4.14764E+11	"Culiacan,Sin."	24.82	-107.4	85
5.01948E+11	Camperdown Post Office	-38.22	143.15	11
4.0372E+11	"Tungsten,Nw"	61.95	-128.25	0
4.25725E+11	Salinas/Faa Airport	36.67	-121.6	25
6.2004E+11	Keflavikurflu	63.97	-22.6	13
4.25726E+11	Houghton Lake	44.37	-84.68	8
4.25002E+11	Lawrence	42.7	-71.17	59
1.28614E+11	Atar	20.52	-13.07	0
5.03979E+11	Saumlaki	-7.98	131.3	0
4.25725E+11	Dodge City/Mu	37.77	-99.97	28
6.3401E+11	Andenes	69.3	16.2	0
4.25E+11	Tucson Wfo	32.23	-110.95	92
5.0195E+11	Lord Howe Isl	-31.53	159.07	0
6.49171E+11	Kastamonu	41.37	33.77	12
4.25004E+11	Paisley	42.69	-120.54	0
4.03719E+11	"Cape Hopes Advance,Qu"	61.08	-69.55	0
4.25E+11	Williams	35.24	-112.19	14
6.38267E+11	Kaliningrad	54.72	20.55	27
4.25722E+11	Houston/Wb City	29.77	-95.37	126
5.01945E+11	Giles	-25.03	128.28	0
4.03711E+11	"Calmar,Al"	53.28	-113.85	13
6.49171E+11	Zile	40.3	35.9	12
4.25E+11	Subiaco	35.3	-93.64	0
4.07785E+11	Santo Domingo	18.43	-69.88	10
2.11351E+11	Atbasar	51.82	68.37	13
3.05802E+11	Bogota/Eldora	4.72	-74.15	30
4.25001E+11	Aledo	41.2	-90.75	24
2.0551E+11	Harbin	45.75	126.77	10
4.12787E+11	Tela	15.72	-87.48	0
2.05585E+11	Hangzhou	30.23	120.17	27
2.03419E+11	Narayanjan	23.62	90.5	23
4.25003E+11	Atkinson 3Sw	42.51	-99.03	0
4.25727E+11	Worland/Municipal Ap	43.97	-107.97	0
4.14767E+11	"Zamora,Mich."	19.98	-102.32	22
5.01948E+11	Mt Gambier Ai	-37.73	140.78	0
4.25003E+11	Hobart Muni Ap	34.99	-99.05	0
2.2226E+11	Korf	60.35	166	0
4.25003E+11	Geary	35.63	-98.32	10
2.11362E+11	Leninogorsk	50.33	83.55	7
4.25002E+11	Royal Oak 2 Ssw	38.71	-76.19	0
5.01958E+11	Liverpool	-33.92	150.92	38
6.38347E+11	Rostov-Na-Don	47.27	39.82	42
4.03719E+11	"Cape Dorset,"	64.22	-76.53	0
4.03719E+11	"Isachsen,Nw"	78.78	-103.53	0
6.49171E+11	Uludag Zirve	40.1	29.1	9
4.03716E+11	"Toronto,On"	43.67	-79.4	116
4.03716E+11	"Madawaska,On"	45.5	-77.98	8
4.03714E+11	"Springfield,Ns"	44.67	-64.85	0
6.51035E+11	Edgbaston           Uk	52.5	-1.9	88
4.25003E+11	Ny City Cntrl Park	40.78	-73.97	146
4.25001E+11	Jetmore 8Nnw	38.2	-99.92	0
1.50617E+11	Bathurst/Yundum	13.4	-16.7	0
6.34015E+11	Torungen Fyr	58.4	8.8	0
4.25002E+11	West Yellowstone	44.65	-111.1	14
4.03719E+11	"Summerland Cda,Bc"	49.57	-119.65	11
2.09406E+11	Rutbah	33.03	40.28	11
1.27613E+11	Bougouni	11.42	-7.5	0
4.25E+11	Troy	31.81	-85.97	30
4.25748E+11	Florence            Usa	34.2	-79.7	22
1.12644E+11	Mouyondzi	-3.98	13.92	0
1.5668E+11	Chipinge	-20.2	32.62	0
1.27613E+11	San	13.33	-4.83	0
4.25723E+11	Tupelo/C D Lemons Arpt	34.27	-88.77	32
6.38221E+11	Murmansk	68.97	33.05	107
4.25724E+11	Lexington/Blu	38.03	-84.6	28
4.25002E+11	Salisbury	38.37	-75.59	54
4.25726E+11	"Eppley Field,"	41.3	-95.9	69
2.05542E+11	Chifeng	42.27	118.97	29
4.03719E+11	"Taber,Al"	49.78	-112.12	14
4.25005E+11	Mannington 8 Wnw	39.54	-80.46	0
4.25725E+11	Hartford/Brad	41.93	-72.68	38
2.08408E+11	Arak	34.1	49.4	0
5.01945E+11	St George	-28.03	148.58	7
5.01946E+11	Dwellingup	-32.72	116.05	0
4.25724E+11	"Winslow, Az."	35.02	-110.73	14
6.49174E+11	Islahiye	37	36.6	0
5.01947E+11	Streaky Bay	-32.8	134.22	0
6.49172E+11	Kayseri/Erkil	38.78	35.48	26
1.2462E+11	Yefren	32.08	12.55	9
6.23161E+11	Passo Dei Giovi	44.6	8.9	0
2.15443E+11	Choibalsan	48.08	114.55	7
4.25001E+11	Smith Ctr	39.78	-98.78	10
5.01947E+11	Wellington	-32.55	148.93	11
6.23161E+11	Trieste	45.65	13.75	35
2.05579E+11	Wugang	26.73	110.63	0
4.25002E+11	Chatham Exp Farm 2	46.34	-86.92	7
5.09985E+11	Roxas	11.58	122.75	8
4.25723E+11	San Diego/North Island	Nas        32.70	-117.2	28
4.25745E+11	"Leadville,Co         Us"	a          39.20	-106.3	0
1.41687E+11	Cape Hermes - Vrt	-31.63	29.55	0
6.35126E+11	Sandomierz	50.7	21.72	21
4.25E+11	Marysville	39.15	-121.59	37
1.10647E+11	Bousso	10.48	16.72	0
2.07434E+11	Thiruvanantha	8.48	76.95	15
5.0396E+11	Medan/Polonia	3.57	98.68	23
2.21471E+11	Ulchin	36.98	129.42	10
4.06783E+11	Paso Real De	22.55	-83.3	0
4.25004E+11	Enosburg Falls	44.91	-72.81	8
5.01957E+11	Yass	-34.85	148.9	0
2.28483E+11	Lampang	18.28	99.52	19
4.25003E+11	Carlsbad	32.35	-104.22	9
5.01947E+11	Port Augusta	-32.53	137.77	12
2.05565E+11	Jiulong	29	101.5	0
4.25728E+11	Seattle Washington	47.6	-122.33	107
4.14763E+11	"Jaina, Sinaloa Srh"	25.9	-108.02	0
4.25704E+11	Yakutat	59.52	-139.67	0
6.51032E+11	Eskdalemuir	55.32	-3.2	0
7.00891E+11	Deception Is.    S Atla	nti       -63.00	-60.6	0
2.21471E+11	Taegu	35.88	128.62	133
5.09986E+11	Cuyo	10.85	121.03	0
5.01948E+11	Ouyen Post Office	-35.07	142.32	0
6.49173E+11	Yatagan	37.4	28.1	0
6.06064E+11	Uccle	50.8	4.35	39
3.02853E+11	Robore	-18.32	-59.77	9
5.01943E+11	Boulia	-22.92	139.9	0
4.25003E+11	Setauket Strong	40.96	-73.1	33
2.05589E+11	Pingtan	25.52	119.78	0
4.25001E+11	Bartow	27.9	-81.84	36
4.03712E+11	Daniel'S Harb	50.23	-57.58	0
4.03717E+11	"Maniwaki,Que."	46.38	-75.97	48
5.0894E+11	Momote M.O.	-2.07	147.43	0
4.25724E+11	Patuxent River	38.33	-76.42	10
2.23404E+11	Tabuk	28.37	36.6	68
4.06783E+11	"Casa Blanca,"	23.17	-82.35	20
1.03653E+11	Tchaourou Dahomey Rep	8.9	2.6	0
2.07421E+11	Shimla	31.1	77.17	11
4.03719E+11	"Masset Airport,Bc"	54.02	-132.12	0
4.03717E+11	"Baddeck,Ns"	46.1	-60.75	9
4.25002E+11	Winnebago	43.77	-94.19	10
4.03711E+11	"Slave Lake, A"	55.3	-114.78	36
4.25003E+11	Stapleton 5W	41.46	-100.6	0
4.03717E+11	"Wright,Qu"	46.07	-76.05	10
6.23162E+11	Firenze/Peret	43.8	11.2	73
4.25001E+11	Hermit 7 Ese	37.77	-107.11	0
5.01959E+11	Olsens Bridge	-38.48	146.32	0
6.51037E+11	Cambridge           Uk	52.2	0.1	25
2.28486E+11	Surat Thani	9.12	99.35	16
2.22252E+11	Mys Smidta	68.9	-179.37	10
6.4214E+11	Ljubljana/Bez	46.07	14.52	52
4.25002E+11	Hysham 25 Sse	45.94	-107.14	0
4.25001E+11	Del Norte 2E	37.67	-106.32	0
5.09985E+11	Catbalogan	11.78	124.88	0
4.25001E+11	Las Animas	38.06	-103.22	19
6.43083E+11	Badajoz/Talav	38.88	-6.82	8
1.41688E+11	George Airpor	-34	22.38	0
4.03717E+11	"Woodstock,Nb"	46.15	-67.58	23
6.15078E+11	Ajaccio	41.92	8.8	17
4.25723E+11	San Bernardino      Usa	34.1	-117.3	79
3.02851E+11	Magdalena	-13.33	-64.12	0
4.25002E+11	Libby 1 Ne Rs	48.4	-115.54	19
4.03719E+11	"Pennant,Sa"	50.53	-108.23	8
4.03717E+11	Port Arthur         Can	ada        48.40	-89.2	40
4.25002E+11	Truman Dam & Rsvr	38.26	-93.4	14
4.25726E+11	Bly 3Nw	42.43	-121.1	0
4.25004E+11	Corvallis State Univ	44.63	-123.19	0
4.25002E+11	Denton 2 E	38.88	-75.8	18
2.0556E+11	Madoi	34.92	98.22	0
7.00891E+11	Bellingshause	-62.2	-58.93	0
4.25004E+11	Norfolk Intl Ap	36.9	-76.19	66
3.04855E+11	Punta Angeles	-33	-71.7	0
5.02917E+11	Nausori	-18.05	178.57	0
6.49172E+11	Akhisar	38.92	27.85	14
2.28484E+11	Phitsanulok	16.78	100.27	10
5.01945E+11	Oodnadatta Ai	-27.58	135.45	0
4.03717E+11	"Mont Joli,Que"	48.6	-68.22	35
2.10474E+11	Omu	44.58	142.97	14
4.03716E+11	Stratford Moe       Can	ada        43.40	-81	34
4.25002E+11	Sweet Springs	38.97	-93.42	12
6.33063E+11	De Bilt	52.1	5.18	29
4.25E+11	Conway	35.08	-92.43	39
7.0089E+11	Halley	-75.5	-26.65	0
1.39619E+11	Bo	7.95	-11.77	0
4.03716E+11	Montreal/Dorv	45.47	-73.75	143
4.25001E+11	Carlinville	39.29	-89.87	27
4.25003E+11	Dunn Center 1E	47.35	-102.59	0
5.01949E+11	Geelong (Norlane)	-38.08	144.33	15
6.49172E+11	Bitlis	38.4	42.1	12
4.25001E+11	Monmouth	40.92	-90.64	29
4.03718E+11	"Belle Isle,Nf"	51.88	-55.38	0
4.25723E+11	Phoenix/Sky H	33.43	-112.02	85
2.10476E+11	Shirakawa	37.12	140.22	23
4.14764E+11	"Guanacevi, Durango"	25.93	-105.95	0
2.05518E+11	Ruoqiang	39.03	88.17	0
3.09847E+11	San Juan	-15.38	-75.17	14
6.38229E+11	Kotlas	61.23	46.72	0
4.25004E+11	Crater Lake Nps Hq	42.9	-122.13	0
4.03714E+11	"Exploits Dam,Nf"	48.77	-56.6	0
2.10478E+11	Yamaguchi	34.15	131.45	18
4.03719E+11	Swift Current	50.28	-107.68	0
4.25725E+11	Garden City/9 Ese	37.93	-100.72	8
4.25004E+11	Piedmont Rsch Stn	38.23	-78.12	17
4.25005E+11	Cedar Lake	47.41	-121.76	0
6.29066E+11	Clervaux	50.05	6.02	9
1.01605E+11	Saida	34.87	0.15	20
1.52608E+11	Djerba              Tun	isia       33.80	10.6	0
4.03719E+11	"Qu'Appelle,Sa"	50.52	-103.88	0
4.25002E+11	Great Falls Ap	47.47	-111.38	18
2.10476E+11	Onahama	36.95	140.9	25
2.05535E+11	Datong	40.1	113.33	22
3.01876E+11	"San Miguel, Argentina"	-34.3	-58.7	0
5.01946E+11	Southern Cros	-31.22	119.32	0
5.01949E+11	Nerriga Composite	Was 06   -35.12	150.08	0
6.23164E+11	Termini             Ita	ly         38.00	13.7	25
4.25727E+11	Dallesport/Fcwos Ap	45.62	-121.15	23
4.25E+11	Santa Barbara	34.42	-119.68	32
4.25725E+11	"Pelee Island,On"	41.75	-82.68	0
2.05562E+11	Mianyang	31.47	104.68	0
5.0195E+11	Hobart Airpor	-42.83	147.48	0
2.36594E+11	Tainan	23	120.22	85
4.03711E+11	"Port Radium,Nw"	66.08	-118.03	0
2.22281E+11	Leusi	59.62	65.72	0
5.01942E+11	Derby	-17.3	123.62	0
4.25004E+11	Covington 3 Sw	35.55	-89.7	12
2.16481E+11	Mergui	12.43	98.6	0
4.25001E+11	Lakin	37.94	-101.25	17
6.49173E+11	Marmaris	36.9	28.3	0
5.08941E+11	Rabaul M.O.	-4.22	152.18	0
4.25001E+11	Trinidad	37.18	-104.49	33
1.41686E+11	Calvinia	-31.47	19.77	9
4.25003E+11	Edenton	36.02	-76.55	0
3.04891E+11	"Centro Met.An, Marsh"	-62.42	-58.88	0
1.01604E+11	Ft. National	36.52	4.18	0
6.25344E+11	Furmanovo	49.67	49.48	0
6.49172E+11	Sariz	38.4	36.5	0
6.49173E+11	Baskale	38.1	44	0
2.05591E+11	Xiamen	24.48	118.08	54
2.05544E+11	Tonghua	41.68	125.9	0
4.25724E+11	Joplin/Faa Airport	37.15	-94.5	23
6.34011E+11	Gjesvar             Nor	way        71.10	25.4	8
4.25002E+11	Presque Isle	46.65	-68.01	10
4.25746E+11	Dayton/Wright	39.83	-84.05	36
2.10476E+11	Maebashi            Jap	an         36.40	139.1	55
1.12645E+11	Brazzaville /	-4.25	15.25	15
4.25004E+11	Allentown Ap	40.65	-75.45	74
4.25004E+11	Burkes Garden	37.09	-81.34	0
4.0372E+11	"Aishihik A,Yt"	61.65	-137.48	0
6.50339E+11	Askaniia-Nova	46.45	33.88	0
1.48629E+11	Juba	4.87	31.6	0
4.03711E+11	"Cape St James,Bc"	51.93	-131.02	0
5.01946E+11	Casino Airpor	-28.88	153.03	0
1.3862E+11	Agalega	-10.43	56.75	0
4.25005E+11	Centralia	46.72	-122.95	27
6.50337E+11	Chernivtsi	48.37	25.9	8
5.01944E+11	Blackall	-24.42	145.45	0
4.25727E+11	Houghton/Faa Airport	47.17	-88.5	9
5.09983E+11	Dagupan	16.05	120.33	12
4.03719E+11	"Cranbrook, B."	49.62	-115.78	7
2.32489E+11	Hoang-Sa/Pattle/	16.6	111.6	0
4.14765E+11	"Zacatecas,Zac"	22.78	-102.57	57
1.27613E+11	Bamako/Senou	12.53	-7.95	8
6.38228E+11	Petrozavodsk	61.82	34.27	39
4.25724E+11	Millville/Faa Airport	39.37	-75.07	9
4.25727E+11	Dayville            Usa	44.5	-119.5	0
6.24403E+11	Amman Airport	31.98	35.98	51
3.01876E+11	Ezeiza Aero	-34.82	-58.53	31
4.25002E+11	Houma	29.59	-90.73	35
5.26943E+11	Willis Island	-16.3	149.98	0
2.05587E+11	Pucheng	27.92	118.53	14
4.25004E+11	Stroudsburg	41.01	-75.19	40
4.25004E+11	Scipio	39.25	-112.11	0
4.03719E+11	Edmonton Muni	53.57	-113.52	178
6.41127E+11	Kasprowy Wier	49.23	19.98	0
6.23165E+11	Cozzo Spadaro	36.68	15.13	9
4.25002E+11	Hart 3 Wsw	43.67	-86.42	0
7.00897E+11	Cape Ross	-76.7	163	0
